id,name,entry_name,alter_name,chinese_name,brand,age,nation,type,price,unlock,rank,score,transmission,dlc,speed,handling,acceleration,launch,braking,offroad,new_img_id,img_small_url,img_large_url,playlist,playlist_info
car_149,Mustang GT Coupe,福特 Mustang GT Coupe 1965,Ford Mustang '65,,福特,1965,美国,经典肌肉车,"46,000",车展，抽奖,D,499,RWD (后轮驱动),,5.1,3.4,3.3,3.2,2.3,5.5,1355,https://cdn.max-c.com/wiki/1551360/Thumbnail_1355_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1355_Big.png?v=1,1,S16 春季 - 季节锦标赛
car_150,Transit,福特 Transit 1965,Ford Transit Mk1,,福特,1965,美国,厢型多功能车,"25,000",车展，抽奖,D,100,RWD (后轮驱动),,2.5,3.8,1.3,1.8,1.8,6.6,3126,https://cdn.max-c.com/wiki/1551360/Thumbnail_3126_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3126_Big.png?v=1,,
car_151,#2 GT40 Mk II,福特 #2 GT40 Mk II 1966,#2 Ford GT40,,福特,1966,美国,经典赛车,"11,000,000",车展，抽奖,A,771,RWD (后轮驱动),,7.5,4.5,4.3,3.5,3.8,5.1,2792,https://cdn.max-c.com/wiki/1551360/Thumbnail_2792_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2792_Big.png?v=1,3,S6 - 160分进度奖励；<br>S11 夏季 - 马拉松商店200FP；<br>S33 秋季 - 马拉松商店900FP
car_152,Lotus Cortina,福特 Lotus Cortina 1966,Ford Cortina,路特斯 Cortina,福特,1966,美国,经典赛车,"50,000",车展，抽奖,D,389,RWD (后轮驱动),,4,3.6,3.5,2.6,2.3,5.5,1486,https://cdn.max-c.com/wiki/1551360/Thumbnail_1486_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1486_Big.png?v=1,3,S19 冬季 - 季节锦标赛（风火轮）；<br>S27 春季 - 季节锦标赛（风火轮）；<br>S38 夏季 - 季节锦标赛（拉力赛）
car_153,Racing Escort MK1,福特 Racing Escort MK1 1967,,,福特,1967,美国,经典拉力赛车,"500,000",车房宝物,B,636,RWD (后轮驱动),,4.5,4.6,4.6,3.5,4.1,7.4,3183,https://cdn.max-c.com/wiki/1551360/Thumbnail_3183_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3183_Big.png?v=1,,
car_154,Mustang GT 2+2 Fastback,福特 Mustang GT 2+2 Fastback 1968,Ford Mustang '68,,福特,1968,美国,经典肌肉车,"50,000",车房宝物,D,498,RWD (后轮驱动),,5.7,3.7,3.4,3.3,2.3,5.7,2614,https://cdn.max-c.com/wiki/1551360/Thumbnail_2614_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2614_Big.png?v=1,,
car_155,Mustang Boss 302,福特 Mustang Boss 302 1969,Ford Mustang '69,,福特,1969,美国,经典肌肉车,"230,000",车展，抽奖,C,581,RWD (后轮驱动),,5.5,4.2,3.2,2.3,3,6,1668,https://cdn.max-c.com/wiki/1551360/Thumbnail_1668_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1668_Big.png?v=1,6,S2 夏季 - 季节锦标赛；<br>S11 夏季 - 季节锦标赛；<br>S11 春季 - 马拉松商店10FP；<br>S16 夏季 - 马拉松商店300FP；<br>S19 夏季 - 马拉松商店300FP；<br>S36 秋季 - Eventlab
car_156,GT70,福特 GT70 1970,,,福特,1970,美国,经典拉力赛车,"150,000",车展，抽奖,B,671,RWD (后轮驱动),,5.1,5.3,4.2,3.1,3.4,7.4,3167,https://cdn.max-c.com/wiki/1551360/Thumbnail_3167_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3167_Big.png?v=1,4,S9 春季 - 游乐场赛事；<br>S14 春季 - 季节锦标赛；<br>S21 秋季 - Eventlab；<br>S34 春季 - 季节锦标赛（拉力赛）
car_157,Falcon XA GT-HO,福特 Falcon XA GT-HO 1972,,,福特,1972,美国,经典肌肉车,"80,000",车展，抽奖，<br>赞赏：添砖加瓦（在地平线巡回赛事中个人分数总计达到5000分）,B,624,RWD (后轮驱动),,6.3,3.9,4,3.3,2.9,5.7,2585,https://cdn.max-c.com/wiki/1551360/Thumbnail_2585_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2585_Big.png?v=1,1,S30 秋季 - Eventlab
car_158,Capri RS3100,福特 Capri RS3100 1973,,,福特,1973,美国,经典跑车,"55,000",车展，抽奖,D,497,RWD (后轮驱动),,4.8,3.9,3.8,3.3,2.5,5.4,1529,https://cdn.max-c.com/wiki/1551360/Thumbnail_1529_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1529_Big.png?v=1,3,S16 夏季 - 季节锦标赛；<br>S26 春季 - 淘汰之王；<br>S27 春季 - 季节锦标赛（拉力赛）
car_159,Escort RS1600,福特 Escort RS1600 1973,,,福特,1973,美国,经典拉力赛车,"73,000",车展，抽奖,D,476,RWD (后轮驱动),,4.2,3.9,3.7,2.7,2.9,6.1,1580,https://cdn.max-c.com/wiki/1551360/Thumbnail_1580_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1580_Big.png?v=1,3,S11 夏季 - 公开赛；<br>S21 秋季 - 季节锦标赛；<br>S27 冬季 - 季节锦标赛
car_160,Bronco,福特 Bronco 1975,,,福特,1975,美国,皮卡车和四轮驱动车,"38,000",车展，抽奖,D,421,AWD (全轮驱动),,4.3,2.8,3.5,2.8,2.1,8.3,2187,https://cdn.max-c.com/wiki/1551360/Thumbnail_2187_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2187_Big.png?v=1,2,S16 秋季 - 季节锦标赛（风火轮）；<br>S32 夏季 - 季节锦标赛（拉力赛）
car_161,#5 Escort RS1800 MkII,福特 #5 Escort RS1800 MkII 1977,,,福特,1977,美国,经典拉力赛车,"300,000",车展，抽奖,B,662,RWD (后轮驱动),,4.4,4.3,5,5.3,3.8,7.2,3184,https://cdn.max-c.com/wiki/1551360/Thumbnail_3184_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3184_Big.png?v=1,6,S2 春季 - 马拉松商店300FP；<br>S11 秋季 - 游乐场赛事；<br>S11 冬季 - 马拉松商店10FP；<br>S16 夏季 - 季节锦标赛；<br>S21 冬季 - 马拉松商店300FP；<br>S38 冬季 - 季节锦标赛
car_162,Escort RS1800,福特 Escort RS1800 1977,,,福特,1977,美国,经典拉力赛车,"88,000",车展，抽奖,D,477,RWD (后轮驱动),,4.2,4,3.6,3,2.8,6.1,1302,https://cdn.max-c.com/wiki/1551360/Thumbnail_1302_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1302_Big.png?v=1,3,S12 春季 - 季节锦标赛；<br>S16 冬季 - 季节锦标赛；<br>S27 夏季 - Eventlab
car_163,Fiesta XR2,福特 Fiesta XR2 1981,,,福特,1981,美国,复古高性能掀背车,"25,000",抽奖,D,369,FWD (前轮驱动),,3.8,4.1,3.1,2.4,2.5,5.3,2158,https://cdn.max-c.com/wiki/1551360/Thumbnail_2158_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2158_Big.png?v=1,3,S1 春季 - 游乐场赛事；<br>S6 秋季 - Eventlab；<br>S11 秋季 - 终极考验
car_164,RS200 Evolution,福特 RS200 Evolution 1985,,,福特,1985,美国,拉力赛怪物,"260,000",车展，抽奖,S1,808,AWD (全轮驱动),,5.4,5.4,6.9,2.3,5,8,1108,https://cdn.max-c.com/wiki/1551360/Thumbnail_1108_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1108_Big.png?v=1,6,S4 春季 - 季节锦标赛；<br>S11 秋季 - 季节锦标赛；<br>S16 春季 - 游乐场赛事；<br>S18 春季 - 终极考验；<br>S29 秋季 - 季节锦标赛；<br>S34 冬季 - 季节锦标赛（拉力赛）
car_165,Escort RS Turbo,福特 Escort RS Turbo 1986,,,福特,1986,美国,复古高性能掀背车,"25,000",车展，抽奖,C,516,FWD (前轮驱动),,4.5,3.9,3.8,3.7,2.8,5.2,2981,https://cdn.max-c.com/wiki/1551360/Thumbnail_2981_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2981_Big.png?v=1,1,S34 春季 - 季节锦标赛
car_166,Sierra Cosworth RS500,福特 Sierra Cosworth RS500 1987,,,福特,1987,美国,复古轿车,"66,000",车展，抽奖,B,604,RWD (后轮驱动),,5.6,4.3,4.3,3.3,3.4,5.2,1293,https://cdn.max-c.com/wiki/1551360/Thumbnail_1293_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1293_Big.png?v=1,2,S16 秋季 -  Super7；<br>S34 夏季 - Eventlab
car_167,Escort RS Cosworth,福特 Escort RS Cosworth 1992,,,福特,1992,美国,复古拉力赛车,"66,000",车展，抽奖,C,565,AWD (全轮驱动),,5.2,4.3,4.3,2.8,3.1,5.6,1272,https://cdn.max-c.com/wiki/1551360/Thumbnail_1272_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1272_Big.png?v=1,4,S16 春季 - 终极考验；<br>S23 冬季 - 终极考验；<br>S27 夏季 - 季节锦标赛（拉力赛）；<br>S36 夏季 - 季节锦标赛
car_168,SVT Cobra R,福特 SVT Cobra R 1993,,,福特,1993,美国,复古肌肉车,"28,000",车展，抽奖,C,539,RWD (后轮驱动),,5.3,4,3.7,2.9,2.9,5,1041,https://cdn.max-c.com/wiki/1551360/Thumbnail_1041_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1041_Big.png?v=1,2,S16 冬季 - 季节锦标赛；<br>S39 夏季 - 季节锦标赛
car_169,Supervan 3,福特 Supervan 3 1994,,,福特,1994,美国,赛道玩具,"500,000",车展，抽奖,S1,820,RWD (后轮驱动),,5.2,7.3,7.4,5.5,7.9,5.1,3170,https://cdn.max-c.com/wiki/1551360/Thumbnail_3170_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3170_Big.png?v=1,5,S3 秋季 - 马拉松商店400FP；<br>S16 冬季 - 季节锦标赛；<br>S23 冬季 - 马拉松商店400FP；<br>S30 夏季 - 季节锦标赛；<br>S39 春季 - 季节锦标赛（拉力赛）
car_170,Racing Puma,福特 Racing Puma 1999,,,福特,1999,美国,复古拉力赛车,"20,000",车展，抽奖,C,514,FWD (前轮驱动),,4.9,4.2,3.5,2.7,3.3,5.3,3228,https://cdn.max-c.com/wiki/1551360/Thumbnail_3228_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3228_Big.png?v=1,2,S18 夏季 - 季节锦标赛；<br>S26 秋季 - 季节锦标赛（拉力赛）
car_171,SVT Cobra R,福特 SVT Cobra R 2000,Ford Mustang '00,,福特,2000,美国,复古肌肉车,"55,000",车展，抽奖,B,648,RWD (后轮驱动),,6.7,4.5,4,4,3.4,4.9,405,https://cdn.max-c.com/wiki/1551360/Thumbnail_405_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_405_Big.png?v=1,2,S16 夏季 - 季节锦标赛（风火轮）；<br>S27 秋季 - 季节锦标赛（风火轮）
car_172,Focus RS,福特 Focus RS 2003,,,福特,2003,美国,高性能掀背车,"30,000",车展，抽奖,C,593,FWD (前轮驱动),,5.1,4.7,4.1,3.6,3.5,5,2019,https://cdn.max-c.com/wiki/1551360/Thumbnail_2019_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2019_Big.png?v=1,1,S32 夏季 - 季节锦标赛
car_173,GT,福特 GT 2005,Ford GT '05,,福特,2005,美国,复古超级跑车,"300,000",抽奖,A,786,RWD (后轮驱动),,7.7,6.1,4.7,3.3,5.3,5.6,348,https://cdn.max-c.com/wiki/1551360/Thumbnail_348_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_348_Big.png?v=1,3,S1 冬季 - 季节锦标赛；<br>S6 秋季 - 终极考验；<br>S16 冬季 - 40分进度奖励
car_174,Focus RS,福特 Focus RS 2009,Ford Focus '09,,福特,2009,美国,超高性能掀背车,"25,000",车展，抽奖,B,660,FWD (前轮驱动),,5.6,5.1,4.4,4.5,3.9,5.1,1086,https://cdn.max-c.com/wiki/1551360/Thumbnail_1086_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1086_Big.png?v=1,,
car_175,Crown Victoria Police Interceptor,福特 Crown Victoria Police Interceptor 2010,Crown Victoria,,福特,2010,美国,复古肌肉车,"25,000",车展，抽奖,D,462,RWD (后轮驱动),,5.2,3.8,3.1,1.9,2.5,5.9,2649,https://cdn.max-c.com/wiki/1551360/Thumbnail_2649_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2649_Big.png?v=1,1,S26 夏季 - Eventlab
car_176,F-150 SVT Raptor,福特 F-150 SVT Raptor 2011,Ford Raptor '11,,福特,2011,美国,皮卡车和四轮驱动车,"42,000",车展，抽奖,C,518,AWD (全轮驱动),,5.3,3.1,4.1,3.1,2.8,8.8,1460,https://cdn.max-c.com/wiki/1551360/Thumbnail_1460_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1460_Big.png?v=1,3,S16 春季 - 季节锦标赛；<br>S28 第3周 - 季节锦标赛;<br>S37 春季 - 季节锦标赛（拉力赛）
car_177,Transit SuperSportVan,福特 Transit SuperSportVan 2011,,,福特,2011,美国,厢型多功能车,"50,000",车展，抽奖,D,347,RWD (后轮驱动),,4.5,3.7,2.7,3.1,2.3,5.7,1477,https://cdn.max-c.com/wiki/1551360/Thumbnail_1477_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1477_Big.png?v=1,2,S16 春季 - 季节锦标赛（风火轮）；<br>S32 冬季 - 季节锦标赛
car_178,Shelby GT500,福特 Shelby GT500 2013,Ford Mustang '13,,福特,2013,美国,现代肌肉车,"115,000",车展，抽奖,A,756,RWD (后轮驱动),,7.4,4.7,4.7,4.6,4.3,5.3,1654,https://cdn.max-c.com/wiki/1551360/Thumbnail_1654_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_1654_Big.png?v=1,3,S2 夏季 - 马拉松商店200FP；<br>S13 夏季 - 季节锦标赛；<br>S27 秋季 - 季节锦标赛
car_179,Fiesta ST,福特 Fiesta ST 2014,,,福特,2014,美国,高性能掀背车,"25,000",车展，抽奖,B,607,FWD (前轮驱动),,5.2,4.7,4.1,4.2,3.5,5.2,2011,https://cdn.max-c.com/wiki/1551360/Thumbnail_2011_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2011_Big.png?v=1,,
car_180,Ranger T6 Rally Raid,福特 Ranger T6 Rally Raid 2014,,,福特,2014,美国,越野车,"250,000",车展，抽奖，<br>赞赏：励志宝宝（赢得3场淘汰之王游戏）,B,643,AWD (全轮驱动),,4.4,4.6,5.4,7.8,4,8.6,2145,https://cdn.max-c.com/wiki/1551360/Thumbnail_2145_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2145_Big.png?v=1,1,S38 冬季 - 终极考验
car_181,#11 Rockstar F-150 Trophy Truck,福特 #11 Rockstar F-150 Trophy Truck 2014,,,福特,2014,美国,无限制越野车,"500,000",车展，抽奖,A,731,RWD (后轮驱动),,5.6,3.3,4.6,4.5,4.8,9.2,2517,https://cdn.max-c.com/wiki/1551360/Thumbnail_2517_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2517_Big.png?v=1,4,S9 冬季 - 季节锦标赛；<br>S16 春季 - 马拉松商店400FP；<br>S21 秋季 - 马拉松商店300FP；<br>S27 春季 - 马拉松商店400FP
car_182,FPV Limited Edition Pursuit Ute,福特 FPV Limited Edition Pursuit Ute 2014,,,福特,2014,美国,厢型多功能车,"50,000",车展，抽奖,B,685,RWD (后轮驱动),,6.3,4.6,4.7,4.9,3.7,5.4,2551,https://cdn.max-c.com/wiki/1551360/Thumbnail_2551_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2551_Big.png?v=1,2,S16 秋季 - 季节锦标赛；<br>S32 春季 - 季节锦标赛
car_183,Falcon GT F 351,福特 Falcon GT F 351 2015,,,福特,2015,美国,现代肌肉车,"60,000",车展，抽奖,A,718,RWD (后轮驱动),,7.1,5,4.8,5,4.4,5.1,2580,https://cdn.max-c.com/wiki/1551360/Thumbnail_2580_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2580_Big.png?v=1,3,S16 夏季 - 季节锦标赛；<br>S26 夏季 - 季节锦标赛；<br>S37 秋季 - 季节锦标赛（风火轮）
car_184,Shelby GT350R,福特 Shelby GT350R 2016,Ford Mustang '16,,福特,2016,美国,赛道玩具,"75,000",车展，抽奖,S1,815,RWD (后轮驱动),,7.2,6.3,6.1,6.2,6.1,5.8,2400,https://cdn.max-c.com/wiki/1551360/Thumbnail_2400_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2400_Big.png?v=1,5,S10 夏季 - 季节锦标赛；<br>S16 冬季 - 终极考验；<br>S20 秋季 - 季节锦标赛（风火轮）；<br>S29 冬季 - 马拉松商店200FP；<br>S38 秋季 - 季节锦标赛
car_185,M-Sport Fiesta RS,福特 M-Sport Fiesta RS 2017,Ford Fiesta RS,,福特,2017,美国,拉力赛怪物,"500,000",车展，抽奖，<br>赞赏：汽车摔跤！（完成“汽车摔跤”的所有章节）,S1,808,AWD (全轮驱动),,5.1,5.8,8.7,9.7,6.1,8.7,3051,https://cdn.max-c.com/wiki/1551360/Thumbnail_3051_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3051_Big.png?v=1,2,S16 冬季 - 淘汰之王；<br>S36 夏季 - Eventlab
car_186,Focus RS,福特 Focus RS 2017,Ford Focus '17,,福特,2017,美国,超高性能掀背车,"59,000",车展，抽奖，<br>赞赏：新手起步（探索10条道路）,A,702,AWD (全轮驱动),,6.2,5.6,5.8,3.7,4.2,5.9,2357,https://cdn.max-c.com/wiki/1551360/Thumbnail_2357_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2357_Big.png?v=1,2,S25 秋季 - 季节锦标赛；<br>S35 春季 - 季节锦标赛
car_187,GT,福特 GT 2017,Ford GT '17,,福特,2017,美国,现代超级跑车,"400,000","车展，<br>赞赏：精密研究！（在升级车辆上花费2,000,000点数）",S1,863,RWD (后轮驱动),,8.3,6.4,6.6,3.6,8.5,4.9,2363,https://cdn.max-c.com/wiki/1551360/Thumbnail_2363_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2363_Big.png?v=1,4,S4 冬季 - 季节锦标赛；<br>S25 冬季 - 终极考验；<br>S33 秋季 - 季节锦标赛；<br>S40 秋季 - Eventlab
car_188,F-150 Raptor,福特 F-150 Raptor 2017,Ford Raptor '17,,福特,2017,美国,皮卡车和四轮驱动车,"63,000",车展，抽奖,C,559,AWD (全轮驱动),,4.9,3,4.8,4,3.3,8.9,2397,https://cdn.max-c.com/wiki/1551360/Thumbnail_2397_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2397_Big.png?v=1,3,S9 春季 - 公开赛；<br>S16 冬季 - 季节锦标赛（风火轮）；<br>S27 秋季 - 季节锦标赛（拉力赛）
car_189,#14 Rahal Letterman Lanigan Racing GRC Fiesta,福特 #14 Rahal Letterman Lanigan Racing GRC Fiesta 2017,,,福特,2017,美国,拉力赛怪物,"500,000",抽奖,S1,860,AWD (全轮驱动),,5,5.3,9.2,10,5.9,7.8,2937,https://cdn.max-c.com/wiki/1551360/Thumbnail_2937_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_2937_Big.png?v=1,4,S2 夏季 - 季节锦标赛；<br>S7 夏季 - 季节锦标赛；<br>S16 春季 - 40分进度奖励；<br>S35 春季 - 40分进度奖励
car_190,#25 'Brocky' Ultra4 Bronco RTR,福特 #25 'Brocky' Ultra4 Bronco RTR 2017,,,福特,2017,美国,无限制越野车,"500,000",车展，抽奖,A,748,AWD (全轮驱动),,4.7,4.1,6.1,5.2,5.2,10,3128,https://cdn.max-c.com/wiki/1551360/Thumbnail_3128_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3128_Big.png?v=1,4,S3 夏季 - 季节锦标赛；<br>S16 冬季 - 马拉松商店400FP；<br>S21 春季 - 马拉松商店400FP；<br>S26 春季 - 马拉松商店400FP
car_191,#25 Mustang RTR,福特 #25 Mustang RTR 2018,#25 RTR Mustang,,福特,2018,美国,漂移车,"500,000",车展，抽奖,S1,834,RWD (后轮驱动),,5.9,5,5.2,5.5,4.7,4.3,3093,https://cdn.max-c.com/wiki/1551360/Thumbnail_3093_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3093_Big.png?v=1,2,S16 秋季 - 马拉松商店400FP；<br>S30 秋季 - 马拉松商店400FP
car_192,Mustang GT,福特 Mustang GT 2018,Ford Mustang '18,,福特,2018,美国,现代肌肉车,"40,000",车展，抽奖,A,756,RWD (后轮驱动),,6.9,5.1,5.2,5.5,4.4,5.3,3046,https://cdn.max-c.com/wiki/1551360/Thumbnail_3046_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3046_Big.png?v=1,1,S16 秋季 - 季节锦标赛
car_193,Mustang RTR Spec 5,福特 Mustang RTR Spec 5 2018,Ford Mustang S5,,福特,2018,美国,现代肌肉车,"105,000",车展，抽奖,A,757,RWD (后轮驱动),,6.5,5.6,5.1,5.4,4.8,5.1,3108,https://cdn.max-c.com/wiki/1551360/Thumbnail_3108_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3108_Big.png?v=1,5,S9 春季 - Eventlab；<br>S16 夏季 - 终极考验；<br>S27 冬季 - Eventlab；<br>S35 秋季 - Eventlab；<br>S38 冬季 - 季节锦标赛
car_194,#88 Mustang RTR,福特 #88 Mustang RTR 2018,#88 RTR Mustang,,福特,2018,美国,漂移车,"500,000",车展，抽奖,S1,834,RWD (后轮驱动),,5.9,5,5.2,5.5,4.7,4.4,3151,https://cdn.max-c.com/wiki/1551360/Thumbnail_3151_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3151_Big.png?v=1,3,S3 冬季 - Super7；<br>S5 秋季- 漂移区间；<br>S27 冬季 - 马拉松商店400FP
car_195,Ranger Raptor,福特 Ranger Raptor 2019,Ranger Raptor,,福特,2019,美国,皮卡车和四轮驱动车,"58,000",抽奖,D,451,AWD (全轮驱动),,4.5,3,2.7,4.9,3.1,8.8,3174,https://cdn.max-c.com/wiki/1551360/Thumbnail_3174_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3174_Big.png?v=1,3,S1 秋季 - 季节锦标赛；<br>S6 春季 - 马拉松商店500FP；<br>S16 秋季 - 40分进度奖励
car_196,Mustang Shelby GT500,福特 Mustang Shelby GT500 2020,Ford GT500 '20,,福特,2020,美国,现代肌肉车,"100,000",车展，<br>赞赏：等级“D”精英（登上任意等级D劲敌排行榜的前5%）,S1,836,RWD (后轮驱动),,7.7,6,5.8,6.1,5.6,5.2,3277,https://cdn.max-c.com/wiki/1551360/Thumbnail_3277_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3277_Big.png?v=1,3,S16 春季 - 季节锦标赛；<br>S30 秋季 - 季节锦标赛（风火轮）;<br>S37 冬季 - 季节锦标赛（风火轮）
car_197,#2069 Ford Performance Bronco R,福特 #2069 Ford Performance Bronco R 2020,#2069 Bronco R,,福特,2020,美国,越野车,"250,000",车展，抽奖,C,544,AWD (全轮驱动),,4.2,4,3.2,5.2,4.8,10,3404,https://cdn.max-c.com/wiki/1551360/Thumbnail_3404_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3404_Big.png?v=1,4,S2 夏季 - 马拉松商店300FP；<br>S16 秋季 - 马拉松商店300FP；<br>S21 冬季 - 终极考验；<br>S38 春季 - 季节锦标赛
car_198,#2069 Ford Bronco R 'Welcome Pack',福特 #2069 Ford Bronco R 'Welcome Pack' 2020,,,福特,2020,美国,越野车,"250,000",车展,A,800,AWD (全轮驱动),1,6.1,3.7,8.8,9.9,5.4,10,3684,https://cdn.max-c.com/wiki/1551360/Thumbnail_3684_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3684_Big.png?v=1,,
car_199,Super Duty F-450 DRW PLATINUM,福特 Super Duty F-450 DRW PLATINUM 2020,Ford SD F-450,,福特,2020,美国,皮卡车和四轮驱动车,"70,000",车展，抽奖,D,466,AWD (全轮驱动),,4.6,2.8,4.3,7.3,2.7,8.4,3476,https://cdn.max-c.com/wiki/1551360/Thumbnail_3476_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3476_big.png?v=1,2,S16 春季 - Super7；<br>S27 冬季 - 季节锦标赛
car_200,Bronco,福特 Bronco 2021,Ford Bronco '21,,福特,2021,美国,皮卡车和四轮驱动车,"55,000",车展,C,560,AWD (全轮驱动),,4.9,3.2,4,6.1,3.4,8.6,3489,https://cdn.max-c.com/wiki/1551360/Thumbnail_3489_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3489_Big.png?v=1,,
car_201,#98 BMW 325i,Formula Drift #98 BMW 325i 1989,#98 BMW 325i,,Formula Drift,1989,美国,漂移车,"300,000",车展，抽奖,S1,813,RWD (后轮驱动),,6.9,4.7,5,5.2,4.2,4.4,3037,https://cdn.max-c.com/wiki/1551360/Thumbnail_3037_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3037_Big.png?v=1,2,S8 夏季 - 马拉松商店200FP；<br>S26 夏季 - 马拉松商店300FP
car_202,#777 Nissan 240SX,Formula Drift #777 Nissan 240SX 1997,#777 Nissan 240,,Formula Drift,1997,美国,漂移车,"300,000",车展，抽奖，<br>赞赏：情节丰满（在地平线故事中获得100星等）,S1,826,RWD (后轮驱动),,6.7,4.9,5.2,5.5,4.4,4.3,3000,https://cdn.max-c.com/wiki/1551360/Thumbnail_3000_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3000_Big.png?v=1,3,S17 秋季 - 马拉松商店300FP；<br>S30 秋季 - 季节锦标赛<br>；S39 冬季 - 马拉松商店200FP
car_203,#43 Dodge Viper SRT10,Formula Drift #43 Dodge Viper SRT10 2006,#43 Dodge Viper,,Formula Drift,2006,美国,漂移车,"300,000",车展，抽奖，<br>赞赏：见“移”思迁（在所有漂移区间获得3星等）,S1,826,RWD (后轮驱动),,7.3,5.1,5.3,5.6,4.9,4,3003,https://cdn.max-c.com/wiki/1551360/Thumbnail_3003_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3003_Big.png?v=1,2,S30 冬季 - 公开赛；<br>S40 春季 - 马拉松商店300FP
car_204,#117 599 GTB Fiorano,Formula Drift #117 599 GTB Fiorano 2007,Formula D 599,,Formula Drift,2007,美国,漂移车,"500,000",车展，抽奖,S1,852,RWD (后轮驱动),,6.8,5,5.7,6.1,4.7,4.6,3249,https://cdn.max-c.com/wiki/1551360/Thumbnail_3249_Small.png?v=1,https://cdn.max-c.com/wiki/1551360/Thumbnail_3249_Big.png?v=1,3,S5 冬季 - 马拉松商店400FP；<br>S11 春季 - 收藏品挑战；<br>S30 夏季 - 马拉松商店400FP
